investigation_type,event_date,location,country,injury_severity,aircraft_damage,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,primary_key,year,month
Accident,2001-09-09,"MORRISDALE, PA",United States,Fatal,Substantial,Murray,JN4-D,Yes,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Climb,Probable Cause,NYC01LA226_N176TP,2001,09
Accident,2001-09-09,"WILLITS, CA",United States,Fatal,Substantial,Cessna,P206B,No,1.0,Reciprocating,Personal,One or More,One or More,Unknown,Unknown,VMC,Go-around,Probable Cause,LAX01LA303_N146A,2001,09
Accident,2001-09-09,"CHUGIAK, AK",United States,Fatal,Substantial,"Rans, inc.",S-7,Yes,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,ANC01LA140_N4012H,2001,09
Accident,2001-09-09,"Chico, CA",United States,Fatal,Destroyed,Piper,PA-23-150,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,LAX01FA302_N2268P,2001,09
Accident,2001-09-10,"Washington, CT",United States,Fatal,Destroyed,Yakovlev,YAK-52,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,IMC,Maneuvering,Probable Cause,NYC01LA224_N1189N,2001,09
Accident,2001-09-11,"Shanksville, PA",United States,Fatal,Destroyed,Boeing,757,No,1.0,Unknown,Unknown,One or More,Unknown,Unknown,Unknown,UNK,Cruise,Probable Cause,DCA01MA065_N591UA,2001,09
Accident,2001-09-11,"Arlington, VA",United States,Fatal,Destroyed,Boeing,757-200,No,1.0,Unknown,Unknown,One or More,Unknown,Unknown,Unknown,UNK,Cruise,Probable Cause,DCA01MA064_N644AA,2001,09
Accident,2001-09-11,"New York City, NY",United States,Fatal,Destroyed,Boeing,767-200ER,No,2.0,Turbo Fan,Unknown,One or More,Unknown,Unknown,Unknown,UNK,Cruise,Probable Cause,DCA01MA063_N612UA,2001,09
Accident,2001-09-11,"New York City, NY",United States,Fatal,Destroyed,Boeing,767-200ER,No,2.0,Turbo Fan,Unknown,One or More,Unknown,Unknown,Unknown,UNK,Cruise,Probable Cause,DCA01MA060_N334AA,2001,09
Accident,2001-09-14,"Hendersonville, NC",United States,Fatal,Destroyed,Cessna,T-210F,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,ATL01FA109_N6740R,2001,09
Accident,2001-09-16,"Tucson, AZ",United States,Fatal,Destroyed,Cessna,172L,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Descent,Probable Cause,LAX01LA286_N4312Q,2001,09
Accident,2001-09-19,"ST. BONIFACIUS, MN",United States,Fatal,Substantial,Cirrus design corp.,SR-20,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,IMC,Cruise,Probable Cause,CHI01LA318_N747TW,2001,09
Accident,2001-09-22,"Chico, CA",United States,Fatal,Destroyed,Aerospatiale,AS350BA,No,1.0,Turbo Shaft,Positioning,One or More,One or More,Unknown,One or More,VMC,Go-around,Probable Cause,LAX01LA304_N911NT,2001,09
Accident,2001-09-23,"WATERTOWN, CT",United States,Fatal,Substantial,Digimas,Starduster Too,Yes,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,IAD01LA106_N49894,2001,09
Accident,2001-09-23,"Indianapolis, IN",United States,Fatal,Unknown,Boeing,757-222,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Taxi,Probable Cause,CHI01LA331_N570UA,2001,09
Accident,2001-09-24,"St. George, UT",United States,Fatal,Destroyed,Cessna,337B,No,2.0,Reciprocating,Ferry,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,DEN01FA162_N337PM,2001,09
Accident,2001-09-24,"PAGOSA SPRINGS, CO",United States,Fatal,Destroyed,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,DEN01FA161_N161RB,2001,09
Accident,2001-09-25,"BONNERS FERRY, ID",United States,Fatal,Substantial,Kaman,HH-43,No,1.0,Turbo Shaft,Other Work Use,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,SEA01LA173_N55714,2001,09
Accident,2001-09-25,"MEDINA, OH",United States,Fatal,Substantial,Piper,PA-32RT-300T,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,IAD01LA107_N39945,2001,09
Accident,2001-09-28,"Plainview, TX",United States,Fatal,Destroyed,Wsk pzl mielec,PZL M18B,No,1.0,Reciprocating,Aerial Application,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,FTW01LA211_N203MC,2001,09
Accident,2001-09-29,"MCCALL, ID",United States,Fatal,Substantial,Piper,PA-30,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,SEA01FA175_N954S,2001,09
Accident,2001-09-29,"McKinney, TX",United States,Fatal,Unknown,Cameron balloon,N-77,No,0.0,Unknown,Aerial Observation,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW01LA213_N60206,2001,09
Accident,2001-09-29,"Marshfield, MI",United States,Fatal,Minor,Aviastrottel,AC 4C,No,1.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,CHI01LA332_N68PR,2001,09
Accident,2001-09-29,"Marshfield, WI",United States,Fatal,Destroyed,Cessna,414 Riley Super-8,No,2.0,Reciprocating,Unknown,One or More,Unknown,Unknown,Unknown,VMC,Climb,Probable Cause,CHI01FA329_N414NG,2001,09
Accident,2001-10-01,"Lindsay, MT",United States,Fatal,Destroyed,Cessna,172,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Cruise,Probable Cause,SEA02LA001_N3910F,2001,10
Accident,2001-10-02,"ELBERON, VA",United States,Fatal,Substantial,Clark,T Bird II,Yes,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Takeoff,Probable Cause,NYC02LA001_N673KD,2001,10
Accident,2001-10-02,"Waynesburg, PA",United States,Fatal,Minor,Rich,Woodstock I,Yes,0.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,NYC02LA004_N21468,2001,10
Accident,2001-10-03,"DECATUR ISLAND, WA",United States,Fatal,Substantial,Cessna,172N,No,1.0,Reciprocating,Unknown,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,SEA02FA002_N733SW,2001,10
Accident,2001-10-03,"GRANTS, NM",United States,Fatal,Substantial,Hamilton,Genesis,Yes,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Climb,Probable Cause,FTW02LA002_N715MP,2001,10
Accident,2001-10-03,"ATTICA, MI",United States,Fatal,Substantial,Enstrom,F-28A,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,CHI02FA001_N137E,2001,10
Accident,2001-10-04,"FAYETTEVILLE, OH",United States,Fatal,Substantial,Reindl,CGS Hawk A,Yes,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Cruise,Probable Cause,NYC02LA005_N3963W,2001,10
Accident,2001-10-04,"PHILLIPS, ME",United States,Fatal,Substantial,Cessna,172B,No,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Cruise,Probable Cause,IAD02LA001_N7591X,2001,10
Accident,2001-10-04,"ALVARADO, TX",United States,Fatal,Substantial,Beech,95-B55,No,2.0,Reciprocating,Instructional,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,FTW02FA004_N8164R,2001,10
Accident,2001-10-04,"Sargent, TX",United States,Fatal,Destroyed,Cessna,150G,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,FTW02FA005_N6212S,2001,10
Accident,2001-10-05,"Pittsfield, PA",United States,Fatal,Destroyed,Cessna,210M,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,IAD02FA002_N6053B,2001,10
Accident,2001-10-06,"Albuquerque, NM",United States,Fatal,Minor,Cameron,105,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW02LA011_N9524U,2001,10
Accident,2001-10-07,"Woodstock, AL",United States,Fatal,Destroyed,Champion,7AC/BCM,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,MIA02FA001_N82049,2001,10
Accident,2001-10-09,"DALLAS, TX",United States,Fatal,Substantial,Beech,C90,No,2.0,Turbo Prop,Business,Unknown,One or More,Unknown,Unknown,VMC,Approach,Probable Cause,FTW02LA008_N690JP,2001,10
Accident,2001-10-09,"Kahoolawe Isle, HI",United States,Fatal,Unknown,Hughes,369D,No,1.0,Turbo Shaft,Unknown,Unknown,One or More,Unknown,One or More,VMC,Maneuvering,Probable Cause,LAX02LA007_N622WA,2001,10
Accident,2001-10-09,"Tomahawk, WI",United States,Fatal,Destroyed,Kainz,Kitfox IV,Yes,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,CHI02LA003_N1195F,2001,10
Accident,2001-10-10,"SAN JUAN CAPIST, CA",United States,Fatal,Destroyed,Edge,540,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX02FA003_N541TW,2001,10
Accident,2001-10-10,"Albuquerque, NM",United States,Fatal,Minor,Aerostar international inc,S81A,No,0.0,Unknown,Aerial Observation,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW02LA013_N52760,2001,10
Accident,2001-10-10,"Dillingham, AK",United States,Fatal,Destroyed,Cessna,208,No,1.0,Turbo Prop,Unknown,One or More,Unknown,Unknown,Unknown,VMC,Climb,Probable Cause,DCA02MA003_N9530F,2001,10
Accident,2001-10-13,"ALBUQUERQUE, NM",United States,Fatal,Substantial,Aerostar,Raven S57-A,No,0.0,Unknown,Personal,Unknown,One or More,One or More,Unknown,VMC,Cruise,Probable Cause,FTW02LA014_N3636Z,2001,10
Accident,2001-10-13,"ALBUQUERQUE, NM",United States,Fatal,Substantial,Aerostar,RXS-8,No,0.0,Unknown,Aerial Observation,Unknown,One or More,One or More,One or More,VMC,Landing,Probable Cause,FTW02LA012_N5260E,2001,10
Accident,2001-10-13,"Middlefield, CT",United States,Fatal,Destroyed,Cessna,152,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,NYC02FA009_N94567,2001,10
Accident,2001-10-15,"MIDLOTHIAN, TX",United States,Fatal,Substantial,Cessna,206,No,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Taxi,Probable Cause,FTW02LA015_N5206U,2001,10
Accident,2001-10-16,"SANDY, OR",United States,Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,IMC,Approach,Probable Cause,SEA02FA005_N7502K,2001,10
Accident,2001-10-16,"Dixie, ID",United States,Fatal,Destroyed,Cessna,TR182,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Descent,Probable Cause,SEA02FA007_N756CE,2001,10
Accident,2001-10-18,"ANCHORAGE, AK",United States,Fatal,Substantial,Bell,206L,No,1.0,Turbo Shaft,Unknown,One or More,One or More,Unknown,Unknown,IMC,Cruise,Probable Cause,SEA02FA008_N400EH,2001,10
Accident,2001-10-18,"EAST CAMERON 78, GM",United States,Fatal,Substantial,Bell,206L-3,No,1.0,Turbo Shaft,Unknown,Unknown,One or More,One or More,Unknown,VMC,Cruise,Probable Cause,FTW02LA019_N348AL,2001,10
Accident,2001-10-18,"Ashland, VA",United States,Fatal,Unknown,Cessna,172N,No,1.0,Reciprocating,Aerial Observation,Unknown,One or More,Unknown,One or More,VMC,Standing,Probable Cause,NYC02LA011_N4834G,2001,10
Accident,2001-10-18,"South Hero, VT",United States,Fatal,Destroyed,Cessna,172,No,1.0,Reciprocating,Personal,One or More,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,NYC02FA012_N8255B,2001,10
Accident,2001-10-19,"EL MIRAGE, CA",United States,Fatal,Substantial,Brock,Thorp T-18,Yes,1.0,Reciprocating,Personal,One or More,Unknown,One or More,Unknown,VMC,Landing,Probable Cause,LAX02FA008_N42KB,2001,10
Accident,2001-10-19,"OZONA, TX",United States,Fatal,Substantial,Piper,PA-30,No,2.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Approach,Probable Cause,FTW02LA018_N8642Y,2001,10
Accident,2001-10-19,"Roswell, NM",United States,Fatal,Destroyed,Aerospatiale,AS350B2,No,1.0,Turbo Shaft,Other Work Use,One or More,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,FTW02FA017_N111DT,2001,10
Accident,2001-10-20,"Morgantown, WV",United States,Fatal,Minor,Cameron balloons,A-105,No,0.0,Unknown,Other Work Use,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,NYC02LA015_N991FA,2001,10
Accident,2001-10-20,"Union, IL",United States,Fatal,Destroyed,Cessna,150L,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,CHI02FA006_N6609G,2001,10
Accident,2001-10-21,"WAIALUA, HI",United States,Fatal,Substantial,Rhoades,Jodel D-9,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,LAX02LA010_N43RR,2001,10
Accident,2001-10-21,"Millstadt, IL",United States,Fatal,Destroyed,Woodrow stolp-adams,Starduster SA-100,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,CHI02LA007_N64HW,2001,10
Accident,2001-10-22,"Midland, VA",United States,Fatal,Destroyed,Nicolosi,Challenger II,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Descent,Probable Cause,NYC02LA014_N843C,2001,10
Accident,2001-10-22,"Bartow, FL",United States,Fatal,Destroyed,Bell,OH-58A,No,1.0,Turbo Shaft,Public Aircraft,One or More,Unknown,Unknown,Unknown,IMC,Maneuvering,Probable Cause,MIA02GA011_N911DB,2001,10
Accident,2001-10-22,"Morton, TX",United States,Fatal,Destroyed,Air tractor,AT-301,No,1.0,Reciprocating,Aerial Application,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,FTW02LA020_N4395S,2001,10
Accident,2001-10-22,"N. Wilkesboro, NC",United States,Fatal,Destroyed,Bell,206B,No,1.0,Turbo Shaft,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,ATL02FA003_N8104J,2001,10
Accident,2001-10-23,"Dubuque, IA",United States,Fatal,Destroyed,Beech,58,No,2.0,Reciprocating,Positioning,One or More,Unknown,Unknown,Unknown,IMC,Approach,Probable Cause,CHI02FA009_N7235R,2001,10
Accident,2001-10-27,"STURTEVANT, WI",United States,Fatal,Substantial,Meester,HP-14,Yes,0.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,CHI02LA013_N8833,2001,10
Accident,2001-10-27,"Palmer Lake, CO",United States,Fatal,Destroyed,Cessna,T337G,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,DEN02FA004_N45E,2001,10
Accident,2001-10-28,"ATHENS, GA",United States,Fatal,Substantial,Beech,C23,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,MIA02LA013_N24697,2001,10
Accident,2001-10-28,"Wyatte, MS",United States,Fatal,Destroyed,"Rans, inc.",S-6,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,MIA02LA014_N1173R,2001,10
Accident,2001-10-28,"Albuquerque, NM",United States,Fatal,Minor,Cameron balloon,A-210,No,0.0,Unknown,Aerial Observation,Unknown,One or More,One or More,One or More,VMC,Landing,Probable Cause,FTW02LA025_N30606,2001,10
Accident,2001-10-28,"Fort Wayne, IN",United States,Fatal,Destroyed,Piper,PA-28-180,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Go-around,Probable Cause,CHI02LA014_N4879L,2001,10
Accident,2001-10-29,"Dulles, VA",United States,Fatal,Unknown,Boeing,757-223,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Standing,Probable Cause,IAD02LA007_N640A,2001,10
Accident,2001-10-30,"REDROCK, NM",United States,Fatal,Substantial,Robinson,R22 Beta II,No,1.0,Reciprocating,Other Work Use,Unknown,One or More,One or More,Unknown,VMC,Maneuvering,Probable Cause,FTW02LA026_N8373T,2001,10
Accident,2001-10-30,"New Windsor, MD",United States,Fatal,Destroyed,Norton/cloeren,Titan Tornado II,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Unknown,Probable Cause,NYC02LA019_N996T,2001,10
Accident,2001-10-30,"Mt. Charleston, NV",United States,Fatal,Destroyed,Cessna,P210N,No,1.0,Reciprocating,Business,One or More,Unknown,Unknown,Unknown,IMC,Cruise,Probable Cause,LAX02FA018_N734VM,2001,10
Accident,2001-10-30,"PORT HEIDEN, AK",United States,Fatal,Destroyed,Piper,PA-32-260,No,1.0,Reciprocating,Positioning,Unknown,One or More,Unknown,Unknown,VMC,Landing,Probable Cause,ANC02LA004_N5573J,2001,10
Accident,2001-10-31,"Little River, CA",United States,Fatal,Destroyed,Cessna,182S,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,IMC,Approach,Probable Cause,LAX02FA019_N7270E,2001,10
Accident,2001-11-03,"SEAGOVILLE, TX",United States,Fatal,Substantial,Robinson,R22,No,1.0,Reciprocating,Instructional,One or More,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,FTW02FA028_N127RB,2001,11
Accident,2001-11-03,"LOCUST GROVE, GA",United States,Fatal,Substantial,Bass,Moni,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,ATL02LA009_N117JB,2001,11
Accident,2001-11-03,"McEwen, TN",United States,Fatal,Destroyed,Piper,PA-28-181,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,IMC,Takeoff,Probable Cause,ATL02FA008_N43334,2001,11
Accident,2001-11-04,"MILES CITY, MT",United States,Fatal,Substantial,Cessna,175C,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,SEA02FA009_N8347T,2001,11
Accident,2001-11-04,"ESCONDIDO, CA",United States,Fatal,Destroyed,Robinson,R-22 BETA,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Landing,Probable Cause,LAX02FA020_N7197Y,2001,11
Accident,2001-11-05,"Lucile, ID",United States,Fatal,Destroyed,Cessna,A185F,No,1.0,Reciprocating,Unknown,One or More,Unknown,Unknown,Unknown,UNK,Unknown,Probable Cause,SEA02FA011_N61909,2001,11
Accident,2001-11-07,"CROWNPOINT, NM",United States,Fatal,Substantial,Raytheon,A36,No,1.0,Reciprocating,Instructional,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW02LA031_N1099A,2001,11
Accident,2001-11-07,"BACKUS, MN",United States,Fatal,Substantial,Taylorcraft,F19,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,IMC,Cruise,Probable Cause,CHI02LA023_N20002,2001,11
Accident,2001-11-07,"Winston Salem, NC",United States,Fatal,Destroyed,Cessna,310Q,No,2.0,Reciprocating,Business,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,ATL02FA010_N7648Q,2001,11
Accident,2001-11-08,"EATONVILLE, WA",United States,Fatal,Substantial,Thurston,Pitts S-1S,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Descent,Probable Cause,SEA02LA012_N3VT,2001,11
Accident,2001-11-10,"NOGALES, AZ",United States,Fatal,Substantial,Cessna,150L,No,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Go-around,Probable Cause,LAX02LA025_N10680,2001,11
Accident,2001-11-10,"Sherburn, MN",United States,Fatal,Destroyed,Vermeys,T-Bird II,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,CHI02LA037_N3KV,2001,11
Accident,2001-11-10,"Mounds View, MN",United States,Fatal,Destroyed,Beech,V35,No,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Approach,Probable Cause,CHI02LA027_N4890J,2001,11
Accident,2001-11-11,"NEVADA, MO",United States,Fatal,Substantial,Bellanca,17-30A,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,CHI02LA028_N76SV,2001,11
Accident,2001-11-11,"Mansfield, OH",United States,Fatal,Destroyed,Piper,PA-28-180,No,1.0,Reciprocating,Personal,One or More,One or More,Unknown,Unknown,VMC,Cruise,Probable Cause,NYC02FA025_N3672R,2001,11
Accident,2001-11-12,"WHITLEY CITY, KY",United States,Fatal,Substantial,Bell,407,No,1.0,Turbo Shaft,Public Aircraft,Unknown,One or More,Unknown,Unknown,VMC,Cruise,Probable Cause,NYC02TA026_N11HX,2001,11
Accident,2001-11-12,"Graham, TX",United States,Fatal,Destroyed,Piper,PA-31T1,No,2.0,Turbo Prop,Executive/corporate,One or More,Unknown,Unknown,Unknown,IMC,Approach,Probable Cause,FTW02FA036_N6134A,2001,11
Accident,2001-11-12,"Belle Harbor, NY",United States,Fatal,Destroyed,Airbus industrie,A300B4-605R,No,2.0,Turbo Fan,Unknown,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,DCA02MA001_N14053,2001,11
Accident,2001-11-12,"Dyer, IN",United States,Fatal,Destroyed,Cessna,150M,No,1.0,Reciprocating,Instructional,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,CHI02FA025_N63262,2001,11
Accident,2001-11-13,"Santa Monica, CA",United States,Fatal,Destroyed,Cessna,340A,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,LAX02FA028_N2RR,2001,11
Accident,2001-11-14,"Mud Lake, ID",United States,Fatal,Destroyed,B??lkow,BO 105 LS,No,2.0,Turbo Shaft,Positioning,Unknown,One or More,Unknown,Unknown,UNK,Climb,Probable Cause,SEA02LA014_N93LF,2001,11
Accident,2001-11-14,"Benton, LA",United States,Fatal,Destroyed,Air tractor,AT-802A,No,1.0,Turbo Prop,Aerial Application,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,FTW02LA034_N202AT,2001,11
Accident,2001-11-15,"Leesburg, VA",United States,Fatal,Destroyed,Cessna,172S,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Standing,Probable Cause,IAD02LA013_N346ME,2001,11
Accident,2001-11-15,"Wentzville, MO",United States,Fatal,Destroyed,Zenair,CH2000,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,CHI02FA033_N33ZA,2001,11
Accident,2001-11-16,"Poplarville, MS",United States,Fatal,Destroyed,Cessna,152,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,MIA02FA032_N89645,2001,11
Accident,2001-11-16,"Spearville, KS",United States,Fatal,Destroyed,Piper,PA-32R-301,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,IMC,Cruise,Probable Cause,CHI02FA034_N9224X,2001,11
Accident,2001-11-17,"BELLE GLADE, FL",United States,Fatal,Substantial,Beech,P35,No,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Cruise,Probable Cause,MIA02LA018_N9754Y,2001,11
Accident,2001-11-17,"RICHMOND, TX",United States,Fatal,Substantial,Hughes,269C,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW02LA038_N9294F,2001,11
Accident,2001-11-18,"Oneonta, AL",United States,Fatal,Destroyed,Robert n. gilmore,Rans S-10,Yes,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,MIA02LA022_N96AU,2001,11
Accident,2001-11-19,"PATTERSON, LA",United States,Fatal,Substantial,Grumman american,AA-1B,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,FTW02FA037_N6530L,2001,11
Accident,2001-11-20,"EVANS, GA",United States,Fatal,Substantial,Piper,PA-24-250,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Cruise,Probable Cause,MIA02LA025_N6688P,2001,11
Accident,2001-11-21,"Falmouth, MA",United States,Fatal,Destroyed,Beech,95-B55,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Descent,Probable Cause,NYC02FA032_N3847Q,2001,11
Accident,2001-11-21,"EAGLEVILLE, CA",United States,Fatal,Destroyed,Aero commander,500S,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,IMC,Cruise,Probable Cause,LAX02FA031_N900RA,2001,11
Accident,2001-11-22,"MARION, TX",United States,Fatal,Substantial,Globe,GC-1B,No,1.0,Reciprocating,Personal,Unknown,One or More,One or More,Unknown,VMC,Takeoff,Probable Cause,FTW02LA041_N3209K,2001,11
Accident,2001-11-22,"Hilton Head, SC",United States,Fatal,Destroyed,Mooney,M-20-20,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,MIA02LA027_N5217B,2001,11
Accident,2001-11-22,"Tallassee, AL",United States,Fatal,Destroyed,Enstrom,280FX,No,1.0,Reciprocating,Personal,One or More,One or More,Unknown,Unknown,VMC,Approach,Probable Cause,MIA02FA026_N280XF,2001,11
Accident,2001-11-22,"Pittsburgh, PA",United States,Fatal,Destroyed,Gates learjet,25B,No,2.0,Turbo Fan,Positioning,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,IAD02FA018_N5UJ,2001,11
Accident,2001-11-22,"Ben Wheeler, TX",United States,Fatal,Destroyed,Piper,PA-28-160,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,FTW02FA040_N6321W,2001,11
Accident,2001-11-27,"Evansville, IN",United States,Fatal,Destroyed,Mooney,M20M,No,1.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Climb,Probable Cause,CHI02FA042_N7775L,2001,11
Accident,2001-11-29,"POMPANO BEACH, FL",United States,Fatal,Substantial,Grumman american,AA-1C,No,1.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,MIA02LA036_N9515U,2001,11
Accident,2001-11-30,"Romulus, MI",United States,Fatal,Unknown,Mcdonnell douglas,DC-9-82,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Cruise,Probable Cause,CHI02LA043_N488AA,2001,11
