investigation_type,event_date,location,country,injury_severity,aircraft_damage,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,primary_key,year,month
Accident,2001-12-07,"BANNING, CA",United States,Fatal,Substantial,Burkhart grob,G102 Club Astir IIIB,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Approach,Probable Cause,LAX02LA042_N102FC,2001,12
Accident,2001-12-10,"Sierra Blanca, TX",United States,Fatal,Destroyed,Gates learjet,24D,No,2.0,Turbo Jet,Positioning,One or More,Unknown,Unknown,Unknown,VMC,Descent,Probable Cause,FTW02FA048_N997TD,2001,12
Accident,2001-12-18,"Mcintosh, NM",United States,Fatal,Unknown,Cameron balloons,Z-90,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW02LA059_N984ZS,2001,12
Accident,2001-12-20,"Boston, MA",United States,Fatal,Unknown,Raytheon,BE-1900D,No,2.0,Turbo Prop,Unknown,Unknown,One or More,Unknown,One or More,VMC,Standing,Probable Cause,NYC02LA042_N858CA,2001,12
Accident,2002-01-12,"La Vernia, TX",United States,Fatal,Minor,Raven,S60A,No,0.0,Unknown,Other Work Use,Unknown,One or More,Unknown,One or More,VMC,Approach,Probable Cause,FTW02LA270_N804DL,2002,01
Accident,2002-01-18,"CLEVELAND, OH",United States,Fatal,Destroyed,Mbb,BK-117 A-3,No,2.0,Turbo Shaft,Positioning,One or More,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,IAD02FA026_N626MB,2002,01
Accident,2002-01-20,"BARING, WA",United States,Fatal,Substantial,Agusta,A109A II,No,2.0,Turbo Shaft,Positioning,Unknown,One or More,Unknown,Unknown,UNK,Climb,Probable Cause,SEA02FA030_N55NW,2002,01
Accident,2002-01-24,"Indianapolis, IN",United States,Fatal,Unknown,Mcdonnell douglas,DC-9-41,No,2.0,Turbo Jet,Unknown,Unknown,One or More,Unknown,One or More,VMC,Standing,Probable Cause,CHI02LA069_N754NW,2002,01
Accident,2002-01-25,"Chittenden, VT",United States,Fatal,Destroyed,Smith,Aerostar 601P,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,NYC02FA051_N104CS,2002,01
Accident,2002-01-26,"NORTH LAS VEGAS, NV",United States,Fatal,Substantial,Cameron balloons us,N-145,No,0.0,Unknown,Other Work Use,One or More,One or More,One or More,Unknown,VMC,Approach,Probable Cause,LAX02FA069_N8004J,2002,01
Accident,2002-02-02,"PUYALLUP, WA",United States,Fatal,Substantial,Aero commander,520,No,2.0,Reciprocating,Unknown,Unknown,One or More,One or More,Unknown,VMC,Takeoff,Probable Cause,SEA02FA036_N520SE,2002,02
Accident,2002-02-08,"Broomfield, CO",United States,Fatal,Unknown,Gulfstream aerospace,G-IV,No,2.0,Turbo Fan,Executive/corporate,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,DEN02LA029_N434QS,2002,02
Accident,2002-02-12,"COPPERHILL, TN",United States,Fatal,Substantial,Aero commander,500U,No,2.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Cruise,Probable Cause,ATL02LA046_N441WW,2002,02
Accident,2002-02-16,"BELLE GLADE, FL",United States,Fatal,Substantial,"Smith, ted aerostar",601P,No,2.0,Reciprocating,Business,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,MIA02LA061_N715RM,2002,02
Accident,2002-02-17,"EXETER, RI",United States,Fatal,Substantial,Rockwell,500S,No,2.0,Reciprocating,Business,One or More,Unknown,Unknown,Unknown,IMC,Approach,Probable Cause,NYC02FA060_N999N,2002,02
Accident,2002-02-19,"Beaumont, TX",United States,Fatal,Unknown,Boeing,737-724,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,IMC,Climb,Probable Cause,NYC02LA065_N24736,2002,02
Accident,2002-02-28,"PEORIA, AZ",United States,Fatal,Substantial,Schweizer,SGS 2-32,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,One or More,VMC,Approach,Probable Cause,LAX02LA098_N2466W,2002,02
Accident,2002-03-16,"SEDONA, AZ",United States,Fatal,Substantial,Avian,Magnum IX,No,0.0,Unknown,Other Work Use,Unknown,One or More,One or More,Unknown,VMC,Landing,Probable Cause,LAX02LA111_N2037U,2002,03
Accident,2002-03-26,"Lakehead, CA",United States,Fatal,Destroyed,Sikorsky,S-61A,No,2.0,Turbo Shaft,Other Work Use,One or More,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX02FA116_N318Y,2002,03
Accident,2002-03-31,"Charlotte, NC",United States,Fatal,Minor,Mcdonnell douglas,MD-11,No,3.0,Turbo Jet,Unknown,Unknown,One or More,One or More,One or More,IMC,Cruise,Probable Cause,MIA02FA075_N809DE,2002,03
Accident,2002-04-15,"Carolina, PR",United States,Fatal,Destroyed,Mitsubishi,MU-2B-35,No,2.0,Turbo Prop,Positioning,One or More,Unknown,One or More,Unknown,IMC,Maneuvering,Probable Cause,MIA02FA084_N45BS,2002,04
Accident,2002-04-15,"Reno, NV",United States,Fatal,Unknown,Airbus industrie,A319-114,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Approach,Probable Cause,LAX02LA138_N325NB,2002,04
Accident,2002-04-18,"Springfield, MO",United States,Fatal,Unknown,Boeing,757-200,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Cruise,Probable Cause,CHI02LA111_N516AT,2002,04
Accident,2002-04-19,"TROY, AL",United States,Fatal,Substantial,Lett r/campbell k,AIRCAM,Yes,2.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,MIA02LA086_N912S,2002,04
Accident,2002-05-01,"Pacific Ocean, PO",United States,Fatal,Unknown,Boeing,747-422,No,4.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Climb,Probable Cause,LAX02LA146_N182UA,2002,05
Accident,2002-05-05,"Perry, GA",United States,Fatal,Destroyed,Hispano aviacion,HA-200-Saeta,No,2.0,Turbo Jet,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,MIA02LA093_N2000G,2002,05
Accident,2002-05-11,"Port Allen, LA",United States,Fatal,Unknown,Balloon works,Firefly 7B-15,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW02LA146_N25360,2002,05
Accident,2002-05-16,"BOISE, ID",United States,Fatal,Substantial,Grumman,G-44,No,2.0,Reciprocating,Personal,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,SEA02FA083_N700BL,2002,05
Accident,2002-05-29,"Atlanta, GA",United States,Fatal,Unknown,Boeing,757-200,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Approach,Probable Cause,ATL02LA111_N626DL,2002,05
Accident,2002-06-02,"Fairfield, IL",United States,Fatal,Unknown,Boeing,757-232,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,IMC,Descent,Probable Cause,NYC02LA110_N694DL,2002,06
Accident,2002-06-17,"Walker, CA",United States,Fatal,Destroyed,Lockheed,C-130A,No,4.0,Turbo Prop,Aerial Application,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX02GA201_N130HP,2002,06
Accident,2002-06-23,"LOCH LOMAND, CA",United States,Fatal,Substantial,Wsk pzl swidnik,PW-5,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Approach,Probable Cause,LAX02LA208_N115TM,2002,06
Accident,2002-07-05,"INCLINE VILLAGE, NV",United States,Fatal,Substantial,Rolladen-schneider,LS8-18,Yes,0.0,Unknown,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX02LA215_N818JF,2002,07
Accident,2002-07-16,"TONOPAH, NV",United States,Fatal,Substantial,Schleicher,ASW-27,No,0.0,Unknown,Air Race/show,Unknown,One or More,Unknown,One or More,VMC,Takeoff,Probable Cause,LAX02LA231_N127HC,2002,07
Accident,2002-07-16,"Tupelo, MS",United States,Fatal,Unknown,Saab-scania ab (saab),SF340B,No,2.0,Turbo Prop,Unknown,Unknown,One or More,Unknown,One or More,VMC,Standing,Probable Cause,MIA02LA134_N403XJ,2002,07
Accident,2002-07-18,"Estes Park, CO",United States,Fatal,Destroyed,Consolidated-vultee,P4Y-2,No,4.0,Reciprocating,Aerial Application,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,DEN02GA074_N7620C,2002,07
Accident,2002-07-26,"Tallahassee, FL",United States,Fatal,Destroyed,Boeing,727-232,No,3.0,Turbo Jet,Unknown,Unknown,One or More,Unknown,Unknown,VMC,Approach,Probable Cause,DCA02MA054_N497FE,2002,07
Accident,2002-08-02,"Rantoul, IL",United States,Fatal,Minor,Bell,412,No,2.0,Turbo Shaft,Business,One or More,Unknown,Unknown,One or More,VMC,Takeoff,Probable Cause,CHI02LA232_N464AC,2002,08
Accident,2002-08-11,"Jamaica, NY",United States,Fatal,Minor,Boeing,747-256,No,4.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Takeoff,Probable Cause,NYC02FA160_EC-DNP,2002,08
Accident,2002-08-11,"Bishop, CA",United States,Fatal,Destroyed,Aero commander,690A,No,2.0,Turbo Prop,Personal,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,LAX02FA251_N690TB,2002,08
Accident,2002-08-15,"HOBBS, NM",United States,Fatal,Substantial,Schweizer,SGS 1-26B,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,FTW02LA237_N696U,2002,08
Accident,2002-08-26,"Oklahoma City, OK",United States,Fatal,Unknown,Balloon works,FireFly 7B-15,No,0.0,Unknown,Aerial Observation,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW02LA240_N242MS,2002,08
Accident,2002-08-28,"PHOENIX, AZ",United States,Fatal,Substantial,Airbus industrie,A320-231,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Landing,Probable Cause,LAX02FA266_N635AW,2002,08
Accident,2002-08-30,"Lexington, KY",United States,Fatal,Destroyed,Gates learjet,25C,No,2.0,Turbo Fan,Unknown,One or More,One or More,One or More,Unknown,VMC,Landing,Probable Cause,NYC02FA177_N45CP,2002,08
Accident,2002-08-31,"MIAMI, FL",United States,Fatal,Substantial,Sikorsky,S76A+,No,2.0,Turbo Shaft,Positioning,Unknown,One or More,One or More,Unknown,VMC,Takeoff,Probable Cause,MIA02FA161_N15460,2002,08
Accident,2002-09-02,"DECATUR, TX",United States,Fatal,Substantial,Schweizer,SGS 1-34,No,0.0,Unknown,Personal,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,FTW02FA243_N2691H,2002,09
Accident,2002-09-02,"Swanzey, NH",United States,Fatal,Destroyed,Beechcraft,58P,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,NYC02FA178_N6688D,2002,09
Accident,2002-09-07,"Peoria, AZ",United States,Fatal,Destroyed,Schempp-hirth,Ventus-B,No,0.0,Unknown,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX02LA277_N114RP,2002,09
Accident,2002-09-07,"Nipton, CA",United States,Fatal,Destroyed,Bell,222U,No,2.0,Turbo Shaft,Other Work Use,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX02FA276_N417MA,2002,09
Accident,2002-09-21,"HEMET, CA",United States,Fatal,Substantial,Pzl-bielsko,SZD-42-2 JANTAR,No,0.0,Unknown,Personal,One or More,Unknown,Unknown,Unknown,VMC,Climb,Probable Cause,LAX02LA291_N131AS,2002,09
Accident,2002-09-21,"McAlpin, FL",United States,Fatal,Destroyed,Beagle aircraft,B-206 Series 2,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,MIA02FA170_N86GW,2002,09
Accident,2002-09-29,"HAWTHORNE, CA",United States,Fatal,Substantial,Fairchild,SA227-AC,No,2.0,Turbo Prop,Unknown,Unknown,One or More,Unknown,One or More,VMC,Takeoff,Probable Cause,LAX02FA300_N343AE,2002,09
Accident,2002-10-02,"West Carrollton, OH",United States,Fatal,Destroyed,Beagle aircraft,B.206 Basset,No,2.0,Reciprocating,Ferry,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,NYC03FA001_N72KB,2002,10
Accident,2002-10-03,"Morgan, UT",United States,Fatal,Destroyed,Let,Blanik L-13,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Landing,Probable Cause,DEN03LA001_N99805,2002,10
Accident,2002-10-23,"Jesup, GA",United States,Fatal,Destroyed,Beechcraft,A60,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,ATL03FA009_N73CR,2002,10
Accident,2002-11-01,"Rayville, LA",United States,Fatal,Destroyed,Aero commander,500-B,No,2.0,Reciprocating,Business,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,FTW03FA027_N1HV,2002,11
Accident,2002-11-06,"Orlando, FL",United States,Fatal,Unknown,Mcdonnell douglas,MD-82,No,2.0,Turbo Jet,Unknown,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,ATL03LA014_N479AA,2002,11
Accident,2002-11-08,"Taos, NM",United States,Fatal,Destroyed,Israel aircraft industries,1124A,No,2.0,Turbo Fan,Positioning,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,FTW03FA036_N61RS,2002,11
Accident,2002-11-09,"Flushing, NY",United States,Fatal,Unknown,Mcdonnell douglas,MD-82,No,2.0,Turbo Jet,Unknown,Unknown,One or More,One or More,One or More,VMC,Standing,Probable Cause,NYC03LA016_N452AA,2002,11
Accident,2002-11-28,"Minneapolis, MN",United States,Fatal,Unknown,Airbus industrie,A320-211,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Takeoff,Probable Cause,CHI03LA031_N324US,2002,11
Accident,2002-12-06,"Fort Myers, FL",United States,Fatal,Destroyed,Raytheon,58,No,2.0,Reciprocating,Personal,One or More,Unknown,Unknown,Unknown,IMC,Go-around,Probable Cause,MIA03FA025_N241JG,2002,12
Accident,2003-01-08,"MEDFORD, OR",United States,Fatal,Substantial,Bombardier,DHC-8-401,No,2.0,Turbo Prop,Unknown,Unknown,One or More,Unknown,One or More,VMC,Approach,Probable Cause,SEA03FA024_N409QX,2003,01
Accident,2003-01-10,"Salt Lake City, UT",United States,Fatal,Destroyed,Agusta,A-109-K2,No,2.0,Turbo Shaft,Positioning,One or More,One or More,Unknown,Unknown,IMC,Maneuvering,Probable Cause,FTW03FA082_N601RX,2003,01
Accident,2003-01-12,"GLADY, WV",United States,Fatal,Substantial,Sikorsky,S-61A,No,2.0,Turbo Shaft,Other Work Use,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,NYC03LA037_N8170V,2003,01
Accident,2003-01-15,,United States,Fatal,Unknown,Dassault aviation,Falcon 900EX,No,3.0,Turbo Fan,Personal,Unknown,One or More,Unknown,One or More,VMC,Cruise,Probable Cause,SEA03LA029_N11WM,2003,01
Accident,2003-01-19,"FLUSHING, NY",United States,Fatal,Substantial,Boeing,757-251,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Standing,Probable Cause,NYC03FA039_N550NW,2003,01
Accident,2003-01-24,"Melbourne, FL",United States,Fatal,Destroyed,Bornhofen,Twinjet 1500,Yes,2.0,Turbo Jet,Flight Test,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,MIA03LA045_N750TJ,2003,01
Accident,2003-01-28,"Cleveland, OH",United States,Fatal,Minor,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Unknown,One or More,Unknown,Unknown,One or More,VMC,Standing,Probable Cause,NYC03LA046_N941MA,2003,01
Accident,2003-01-28,"West Chicago, IL",United States,Fatal,Destroyed,Agusta,A109C,No,2.0,Turbo Shaft,Positioning,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,CHI03FA060_N109MX,2003,01
Accident,2003-02-25,"Miami, FL",United States,Fatal,Unknown,Boeing,777-223,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,MIA03LA067_N790AN,2003,02
Accident,2003-02-25,"YOUNTVILLE, CA",United States,Fatal,Unknown,Firefly,11B,No,0.0,Unknown,Positioning,One or More,Unknown,Unknown,One or More,VMC,Takeoff,Probable Cause,LAX03LA097_N1501H,2003,02
Accident,2003-03-01,"Atlanta, GA",United States,Fatal,Unknown,Aerospatiale,ATR-72-212,No,2.0,Turbo Prop,Unknown,Unknown,One or More,Unknown,One or More,IMC,Cruise,Probable Cause,ATL03LA051_N642AS,2003,03
Accident,2003-03-03,"TRACY, CA",United States,Fatal,Substantial,Aero commander,690A,No,2.0,Turbo Prop,Business,Unknown,One or More,Unknown,One or More,VMC,Takeoff,Probable Cause,LAX03LA105_N132JH,2003,03
Accident,2003-03-23,"Kimble, TN",United States,Fatal,Destroyed,Sikorsky,S-61A,No,2.0,Turbo Shaft,Other Work Use,One or More,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,ATL03FA065_N81664,2003,03
Accident,2003-03-26,"Flushing, NY",United States,Fatal,Minor,Boeing,717-200,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Approach,Probable Cause,NYC03FA067_N957AT,2003,03
Accident,2003-03-27,"Homerville, GA",United States,Fatal,Destroyed,Rockwell,690B,No,2.0,Turbo Prop,Positioning,One or More,Unknown,Unknown,Unknown,VMC,Cruise,Probable Cause,ATL03FA068_N53LG,2003,03
Accident,2003-04-04,"LEOMINSTER, MA",United States,Fatal,Substantial,Beechcraft,B200,No,2.0,Turbo Prop,Personal,One or More,One or More,One or More,Unknown,VMC,Approach,Probable Cause,IAD03FA043_N257CG,2003,04
Accident,2003-04-05,"Pueblo, CO",United States,Fatal,Unknown,Airbus industrie,A319-111,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Climb,Probable Cause,DEN03LA063_N917FR,2003,04
Accident,2003-04-06,"Palestine, TX",United States,Fatal,Unknown,Boeing,737-924,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Cruise,Probable Cause,FTW03LA121_N71411,2003,04
Accident,2003-04-08,"Swanton, OH",United States,Fatal,Destroyed,Dassault aviation,DA-20,No,2.0,Turbo Fan,Instructional,One or More,Unknown,Unknown,Unknown,IMC,Approach,Probable Cause,NYC03FA080_N183GA,2003,04
Accident,2003-04-08,"St Louis, MO",United States,Fatal,Destroyed,Dassault aviation,DA-20C,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,Unknown,IMC,Approach,Probable Cause,CHI03FA099_N179GA,2003,04
Accident,2003-04-14,"Mount Pleasant, SC",United States,Fatal,Destroyed,Aero commander,500S,No,2.0,Reciprocating,Public Aircraft,Unknown,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,ATL03TA078_N19WL,2003,04
Accident,2003-04-19,"Bossier City, LA",United States,Fatal,Unknown,Aerostar,RX-8,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,FTW03LA135_N7172D,2003,04
Accident,2003-04-21,"Lithonia, GA",United States,Fatal,Unknown,Boeing,757-222,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,IMC,Cruise,Probable Cause,CHI03LA113_N504UA,2003,04
Accident,2003-04-24,"Roanoke, VA",United States,Fatal,Unknown,Dornier,328-300,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Cruise,Probable Cause,IAD03LA048_N427FJ,2003,04
Accident,2003-04-26,"Loma Alta, TX",United States,Fatal,Destroyed,Sino-swearingen,SJ30-2,No,2.0,Turbo Fan,Flight Test,One or More,Unknown,Unknown,Unknown,VMC,Descent,Probable Cause,IAD03MA049_N138BF,2003,04
Accident,2003-05-07,"New Market, VA",United States,Fatal,Unknown,Boeing,B767-300,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,NYC03LA104_N650UA,2003,05
Accident,2003-05-28,"GRAND CANYON, AZ",United States,Fatal,Substantial,Aero commander,500B,No,2.0,Reciprocating,Personal,Unknown,One or More,One or More,One or More,VMC,Takeoff,Probable Cause,LAX03LA168_N64TS,2003,05
Accident,2003-06-02,"Denver, CO",United States,Fatal,Unknown,Airbus industrie,A319-111,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,DEN03LA094_N910FR,2003,06
Accident,2003-06-05,"Payson, AZ",United States,Fatal,Unknown,Airbus industrie,A320-321,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Climb,Probable Cause,LAX03LA181_N644AW,2003,06
Accident,2003-06-07,"Salt Lake City, UT",United States,Fatal,Destroyed,Agusta,A109K2,No,2.0,Turbo Shaft,Positioning,One or More,Unknown,One or More,One or More,VMC,Takeoff,Probable Cause,DEN03FA099_N123RX,2003,06
Accident,2003-06-12,"Fort Worth, TX",United States,Fatal,Unknown,Boeing,MD-82,No,2.0,Turbo Jet,Unknown,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,LAX03LA193_N451AA,2003,06
Accident,2003-06-15,"Albuquerque, NM",United States,Fatal,Destroyed,Adams balloon,A55,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,DEN03LA105_N4031Z,2003,06
Accident,2003-06-18,"Taylor, FL",United States,Fatal,Unknown,Embraer,EMB-145LR,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,IMC,Descent,Probable Cause,MIA03LA127_N294SK,2003,06
Accident,2003-06-19,"Valyermo, CA",United States,Fatal,Destroyed,Schleicher,ASW-27B,No,0.0,Unknown,Personal,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX03FA206_N271EC,2003,06
Accident,2003-06-20,"BUFFALO, NY",United States,Fatal,Substantial,Mbb,BO-105C,No,2.0,Turbo Shaft,Positioning,Unknown,One or More,One or More,Unknown,VMC,Takeoff,Probable Cause,NYC03LA133_N105SJ,2003,06
Accident,2003-06-21,"BATESBURG, SC",United States,Fatal,Substantial,Schleicher,ASW28,No,0.0,Unknown,Personal,Unknown,One or More,Unknown,Unknown,VMC,Cruise,Probable Cause,ATL03LA112_N128ED,2003,06
Accident,2003-06-21,"Grove City, OH",United States,Fatal,Unknown,Aerostar international,RX 8,No,0.0,Unknown,Air Race/show,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,NYC03LA143_N71696,2003,06
Accident,2003-06-23,"Tampa, FL",United States,Fatal,Unknown,Boeing,757-232,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Standing,Probable Cause,MIA03FA130_N633DL,2003,06
Accident,2003-07-10,"Cheyenne, WY",United States,Fatal,Destroyed,Casa,2.111,No,2.0,Reciprocating,Business,One or More,Unknown,Unknown,Unknown,VMC,Approach,Probable Cause,DEN03FA125_N72615,2003,07
Accident,2003-07-12,"Rancho P.Verdes, CA",United States,Fatal,Destroyed,Sikorsky,S-58ET,No,2.0,Turbo Shaft,Other Work Use,Unknown,One or More,Unknown,Unknown,VMC,Maneuvering,Probable Cause,LAX03FA232_N15AH,2003,07
Accident,2003-07-17,"Chicago, IL",United States,Fatal,Unknown,Boeing,B777-222,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Descent,Probable Cause,CHI03LA237_N779UA,2003,07
Accident,2003-07-22,"Wadsworth, OH",United States,Fatal,Unknown,Boeing,757-251,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Climb,Probable Cause,NYC03CA169_N504US,2003,07
Accident,2003-07-23,"Highland, MI",United States,Fatal,Unknown,Aerostar,S81A,No,0.0,Unknown,Unknown,Unknown,One or More,One or More,One or More,VMC,Approach,Probable Cause,CHI03LA224_N11BQ,2003,07
Accident,2003-08-03,"Charlotte, NC",United States,Fatal,Unknown,Mcdonnell douglas,MD-82,No,2.0,Turbo Jet,Unknown,Unknown,One or More,Unknown,One or More,VMC,Cruise,Probable Cause,MIA03LA155_N7527A,2003,08
Accident,2003-08-04,"Groton, CT",United States,Fatal,Destroyed,Learjet,35A,No,2.0,Turbo Fan,Positioning,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,NYC03FA173_N135PT,2003,08
Accident,2003-08-06,"Walnut Ridge, AR",United States,Fatal,Minor,Airbus industrie,A340-300,No,4.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Cruise,Probable Cause,FTW03LA195_D-AIGK,2003,08
Accident,2003-08-07,"Greeley, CO",United States,Fatal,Unknown,Mcdonnell douglas,DC-9-81,No,2.0,Turbo Jet,Unknown,Unknown,One or More,One or More,One or More,IMC,Cruise,Probable Cause,DEN03LA142_N814ME,2003,08
Accident,2003-08-11,"Slayton, MN",United States,Fatal,Unknown,Raven,S-60A,No,0.0,Unknown,Business,Unknown,One or More,Unknown,One or More,VMC,Landing,Probable Cause,CHI03LA313_N2789N,2003,08
Accident,2003-08-16,"Wooster, OH",United States,Fatal,Unknown,Boeing,737-800,No,2.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Descent,Probable Cause,NYC03LA177_N329TZ,2003,08
Accident,2003-08-17,"BARROW, AK",United States,Fatal,Substantial,Reims aviation,406,No,2.0,Turbo Prop,Unknown,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,ANC03FA096_N6591L,2003,08
Accident,2003-09-02,"Hebron, KY",United States,Fatal,Unknown,Fairchild,Dornier 328-300,No,2.0,Turbo Fan,Unknown,Unknown,One or More,Unknown,One or More,VMC,Standing,Probable Cause,NYC03CA189_N413FJ,2003,09
Accident,2003-09-12,"Norfolk, VA",United States,Fatal,Minor,Mcdonnell douglas,DC-9-51,No,2.0,Turbo Jet,Unknown,One or More,Unknown,Unknown,One or More,VMC,Standing,Probable Cause,NYC03LA199_N776NC,2003,09
Accident,2003-09-19,"LONE PINE, CA",United States,Fatal,Substantial,Schempp-hirth,Standard Cirrus,No,0.0,Unknown,Personal,One or More,Unknown,Unknown,Unknown,VMC,Takeoff,Probable Cause,LAX03LA291_N71DA,2003,09
Accident,2003-09-19,"Del Rio, TX",United States,Fatal,Destroyed,Learjet,25B,No,2.0,Turbo Jet,Positioning,One or More,One or More,Unknown,Unknown,VMC,Landing,Probable Cause,FTW03FA229_N666TW,2003,09
Accident,2003-09-20,"Beaumont, TX",United States,Fatal,Destroyed,Hawker siddeley,HS-125-700A,No,2.0,Turbo Fan,Instructional,One or More,Unknown,Unknown,Unknown,VMC,Maneuvering,Probable Cause,DEN03FA155_N45BP,2003,09
Accident,2003-09-25,"Fort Pierce, FL",United States,Fatal,Destroyed,Grumman,HU-16C,No,2.0,Reciprocating,Personal,One or More,Unknown,One or More,Unknown,VMC,Climb,Probable Cause,ATL03FA147_N70258,2003,09
Accident,2003-10-03,"East Highlands, CA",United States,Fatal,Destroyed,Lockheed,P2V,No,4.0,Reciprocating,Positioning,One or More,Unknown,Unknown,Unknown,IMC,Maneuvering,Probable Cause,LAX04FA002_N299MA,2003,10
